Total Revenue: ['391,035,000.00', '391,035,000.00', '383,285,000.00', '394,328,000.00', '365,817,000.00']
         748604 function calls (725758 primitive calls) in 1.833 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.001    0.000 typing.py:1748(__getitem__)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.116    0.116 __init__.py:122(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       79    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
       51    0.000    0.000    0.003    0.000 typing.py:806(Optional)
       51    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
        8    0.000    0.000    0.000    0.000 _trace.py:10(__init__)
      250    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      249    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.209    0.209 connection.py:98(_connect)
       30    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
      129    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.036    0.036 css_parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _models.py:1181(__init__)
      251    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 _client.py:126(close)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2307(__init__)
       42    0.000    0.000    0.000    0.000 enum.py:1592(__or__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x105b05760}
      316    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
    35/27    0.000    0.000    0.006    0.000 css_parser.py:557(parse_pseudo_class)
        7    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
      303    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.004    0.002 _sockets.py:1(<module>)
  137/132    0.000    0.000    0.000    0.000 css_parser.py:373(_freeze_relations)
      220    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
      144    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    1.179    1.179 connection.py:60(handle_request)
        1    0.000    0.000    1.179    1.179 connection_pool.py:206(handle_request)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       98    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        7    0.000    0.000    0.000    0.000 enum.py:1455(_missing_)
       77    0.000    0.000    0.000    0.000 css_types.py:228(__init__)
        1    0.000    0.000    0.000    0.000 http11.py:221(_response_closed)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
       98    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
      262    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.004    0.002 _utils.py:1(<module>)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
       70    0.000    0.000    0.000    0.000 _utils.py:29(normalize_header_key)
      234    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
      250    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       55    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        1    0.000    0.000    0.000    0.000 _client.py:569(Client)
        1    0.000    0.000    0.106    0.106 sync.py:80(connect_tcp)
        8    0.000    0.000    0.000    0.000 _models.py:209(__getitem__)
    26/16    0.000    0.000    0.084    0.005 {built-in method builtins.__import__}
       11    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
      120    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      266    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.005    0.005 ssl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.002    0.002 _models.py:1031(extract_cookies)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      242    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       13    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
      180    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
       70    0.000    0.000    0.000    0.000 css_types.py:214(__init__)
       24    0.000    0.000    0.006    0.000 dataclasses.py:1294(wrap)
      103    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       24    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
      151    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.013    0.013 _config.py:101(load_ssl_context_verify)
      303    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
        2    0.000    0.000    0.141    0.071 _api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       44    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.103    0.103 ssl.py:990(_create)
      130    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
       24    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       86    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      465    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:187(_close_expired_connections)
        2    0.000    0.000    0.021    0.011 _models.py:1(<module>)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 _client.py:1293(AsyncClient)
        1    0.000    0.000    0.106    0.106 _client.py:1(<module>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        1    0.000    0.000    0.001    0.001 request.py:289(__init__)
        1    0.000    0.000    0.032    0.032 request.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:344(_parse)
        2    0.000    0.000    0.003    0.001 _streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:350(close)
        1    0.000    0.000    0.000    0.000 _utils.py:7(is_socket_readable)
       86    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       89    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
      210    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        8    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:619(_get_content_decoder)
        1    0.000    0.000    0.022    0.022 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.002    0.002 _types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        2    0.000    0.000    0.023    0.011 _synchronization.py:1(<module>)
        1    0.000    0.000    1.833    1.833 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
    31/26    0.000    0.000    0.006    0.000 css_parser.py:704(parse_pseudo_open)
        2    0.000    0.000    0.006    0.003 utils.py:1(<module>)
       34    0.000    0.000    0.000    0.000 functools.py:541(decorating_function)
        2    0.000    0.000    0.000    0.000 _urlparse.py:149(urlparse)
      168    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       62    0.000    0.000    0.000    0.000 _status_codes.py:24(__new__)
      187    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 request.py:313(full_url)
        1    0.000    0.000    0.000    0.000 http11.py:125(_send_request_headers)
        2    0.000    0.000    0.033    0.016 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:364(__init__)
       36    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
      114    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:127(keys)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        1    0.000    0.000    0.106    0.106 socket.py:822(create_connection)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      243    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      187    0.000    0.000    0.000    0.000 enum.py:431(<genexpr>)
      149    0.000    0.000    0.000    0.000 enum.py:1333(value)
        1    0.000    0.000    0.000    0.000 _models.py:446(__init__)
     12/1    0.000    0.000    0.000    0.000 functools.py:710(_c3_mro)
      373    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:683(_c3_merge)
       30    0.000    0.000    0.007    0.000 element.py:1982(find)
        1    0.000    0.000    0.000    0.000 http11.py:52(__init__)
      103    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
       14    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        2    0.000    0.000    0.000    0.000 _decoders.py:197(flush)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        7    0.000    0.000    0.000    0.000 inspect.py:3287(format)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.001    0.001 memory.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 _decoders.py:71(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
        1    0.000    0.000    1.492    1.492 _api.py:23(request)
       30    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
      299    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        1    0.000    0.000    0.000    0.000 _client.py:158(BaseClient)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
      197    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
    25/23    0.000    0.000    0.025    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:445(Response)
        1    0.000    0.000    0.001    0.001 parse.py:1083(_splittype)
       60    0.000    0.000    0.000    0.000 element.py:2417(__init__)
        1    0.000    0.000    0.009    0.009 _content.py:1(<module>)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.024    0.024 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
       12    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:277(response_closed)
       17    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
       45    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        2    0.000    0.000    0.009    0.004 http11.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
       15    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.019    0.019 models.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing.py:2692(overload)
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:327(close)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
    50/49    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x105bbd6c0}
        4    0.000    0.000    0.000    0.000 typing.py:2975(_make_nmtuple)
        1    0.000    0.000    0.015    0.015 hashlib.py:1(<module>)
        1    0.000    0.000    1.182    1.182 _client.py:917(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 _models.py:177(get_list)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.040    0.040 default.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       25    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
       57    0.000    0.000    0.000    0.000 _urlparse.py:159(<genexpr>)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
        1    0.000    0.000    0.115    0.115 parser.py:104(feed)
        1    0.000    0.000    0.003    0.003 _events.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
        1    0.000    0.000    1.492    1.492 _api.py:167(get)
        1    0.000    0.000    0.000    0.000 _fileio.py:215(Path)
        1    0.000    0.000    0.052    0.052 dammit.py:1(<module>)
       68    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 _models.py:891(close)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       14    0.000    0.000    0.008    0.001 css_parser.py:1040(process_selectors)
        1    0.000    0.000    0.000    0.000 _status_codes.py:4(codes)
       11    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       95    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.013    0.013 default.py:113(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
    38/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.004    0.004 _config.py:157(_create_default_ssl_context)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:107(close)
        8    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
       19    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.010    0.010 _fileio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:271(request_host)
        3    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        1    0.000    0.000    0.005    0.005 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:699(get_param)
        1    0.000    0.000    1.475    1.475 _client.py:868(send)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    1.495    1.495 financial_enhanced.py:20(parse_yahoo_finance)
       98    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.969    0.969 http11.py:157(_receive_response_headers)
        1    0.000    0.000    0.024    0.024 cd.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 _client.py:1279(__exit__)
        7    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       17    0.000    0.000    0.000    0.000 inspect.py:1434(formatannotation)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       40    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 _utils.py:178(parse_content_type_charset)
       35    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
        1    0.000    0.000    0.000    0.000 _models.py:308(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:159(__init__)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        2    0.000    0.000    0.003    0.001 _subprocesses.py:1(<module>)
       15    0.000    0.000    0.018    0.001 css_parser.py:294(__init__)
        1    0.000    0.000    0.294    0.294 _models.py:800(read)
        1    0.000    0.000    0.103    0.103 sync.py:44(start_tls)
       98    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 _models.py:691(has_redirect_location)
       18    0.000    0.000    0.000    0.000 inspect.py:1803(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 _urlparse.py:136(__str__)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
       81    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _connection.py:1(<module>)
       54    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       18    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.092    0.092 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        4    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        7    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 http11.py:137(_send_request_body)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
        6    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       35    0.000    0.000    0.000    0.000 _utils.py:45(normalize_header_value)
      141    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
       10    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        8    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
       14    0.000    0.000    0.000    0.000 inspect.py:1777(_check_class)
        1    0.000    0.000    0.000    0.000 utils.py:395(decode_params)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
      103    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        1    0.000    0.000    0.000    0.000 _urlparse.py:103(authority)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
        1    0.000    0.000    0.019    0.019 css_parser.py:417(CSSParser)
        1    0.000    0.000    0.053    0.053 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:320(build_request)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        2    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        3    0.000    0.000    0.000    0.000 _urls.py:71(__init__)
        1    0.000    0.000    0.000    0.000 default.py:190(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        1    0.000    0.000    0.001    0.001 _urlparse.py:1(<module>)
        1    0.000    0.000    0.058    0.058 _auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        7    0.000    0.000    0.000    0.000 _models.py:120(raw)
        1    0.000    0.000    0.005    0.005 tempfile.py:1(<module>)
       25    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
       44    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        2    0.000    0.000    0.011    0.005 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:65(get_extra_info)
       10    0.000    0.000    0.000    0.000 inspect.py:2813(__str__)
        1    0.000    0.000    1.182    1.182 _client.py:951(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 http11.py:257(has_expired)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _urls.py:382(__str__)
        3    0.000    0.000    0.000    0.000 sync.py:30(write)
        3    0.000    0.000    0.000    0.000 http11.py:148(_send_event)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1509(info)
        1    0.000    0.000    0.016    0.016 _client.py:620(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:163(close)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:308(close)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       45    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        1    0.000    0.000    0.115    0.115 _htmlparser.py:372(feed)
        8    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        3    0.000    0.000    0.000    0.000 _models.py:286(origin)
        1    0.000    0.000    0.000    0.000 connection_pool.py:45(__init__)
        2    0.000    0.000    0.000    0.000 _decoders.py:170(__init__)
        5    0.000    0.000    0.000    0.000 request.py:371(add_header)
        1    0.000    0.000    0.000    0.000 _decoders.py:248(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        1    0.000    0.000    0.000    0.000 _auth.py:173(DigestAuth)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1009(Cookies)
        1    0.000    0.000    0.000    0.000 _abc.py:476(is_file)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _urlparse.py:421(is_safe)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       37    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       20    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        8    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:645(parse_pseudo_nth)
        2    0.000    0.000    0.000    0.000 _auth.py:58(sync_auth_flow)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       24    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        3    0.000    0.000    0.000    0.000 _local.py:289(drive)
       16    0.000    0.000    0.000    0.000 inspect.py:1436(repl)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        7    0.000    0.000    0.000    0.000 inspect.py:3066(from_callable)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
