Total Revenue: ['391,035,000.00', '391,035,000.00', '383,285,000.00', '394,328,000.00', '365,817,000.00']
         719621 function calls (699848 primitive calls) in 1.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.000    0.000    0.000    0.000 typing.py:260(_collect_type_parameters)
      251    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.104    0.104 ssl.py:990(_create)
        1    0.000    0.000    0.005    0.005 socket.py:1(<module>)
      250    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       98    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       54    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        5    0.000    0.000    0.286    0.057 models.py:890(content)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
      211    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
      339    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       46    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.032    0.032 css_parser.py:1(<module>)
    35/27    0.000    0.000    0.006    0.000 css_parser.py:557(parse_pseudo_class)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      256    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       22    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       30    0.000    0.000    0.000    0.000 enum.py:1055(_add_member_)
  137/132    0.000    0.000    0.000    0.000 css_parser.py:373(_freeze_relations)
      325    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2307(__init__)
        2    0.000    0.000    0.003    0.002 request.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       77    0.000    0.000    0.000    0.000 css_types.py:228(__init__)
      234    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
       55    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
       69    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      254    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       21    0.000    0.000    0.000    0.000 typing.py:379(_remove_dups_flatten)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        7    0.000    0.000    0.001    0.000 typing.py:2975(_make_nmtuple)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.009    0.009 ssl.py:1(<module>)
      465    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
      247    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       49    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 socket.py:491(_decref_socketios)
       42    0.000    0.000    0.000    0.000 typing.py:1307(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.020    0.007 response.py:1(<module>)
      135    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        1    0.000    0.000    0.009    0.009 url.py:1(<module>)
      179    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       70    0.000    0.000    0.000    0.000 css_types.py:214(__init__)
       45    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       70    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        2    0.000    0.000    0.100    0.050 client.py:245(parse_headers)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        2    0.000    0.000    0.001    0.000 response.py:864(_raw_read)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        1    0.000    0.000    1.570    1.570 api.py:14(request)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       51    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
      215    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.002    0.002 connectionpool.py:1170(_close_pool_connections)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.001    0.001 connection.py:320(close)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       17    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      150    0.000    0.000    0.000    0.000 enum.py:1333(value)
       60    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.018    0.018 ssl_.py:1(<module>)
        2    0.000    0.000    0.053    0.027 exceptions.py:1(<module>)
       35    0.000    0.000    0.000    0.000 functools.py:541(decorating_function)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
       25    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
    31/26    0.000    0.000    0.005    0.000 css_parser.py:704(parse_pseudo_open)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        2    0.000    0.000    0.001    0.000 utils.py:204(get_netrc_auth)
      107    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.028    0.028 connectionpool.py:1(<module>)
     12/1    0.000    0.000    0.000    0.000 functools.py:710(_c3_mro)
        7    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
       70    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        3    0.000    0.000    0.004    0.001 utils.py:765(should_bypass_proxies)
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x102ff9d00}
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        1    0.000    0.000    0.151    0.151 connection.py:27(create_connection)
       14    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.012    0.012 adapters.py:1(<module>)
        1    0.000    0.000    0.151    0.151 connection.py:192(_new_conn)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       12    0.000    0.000    0.000    0.000 functools.py:683(_c3_merge)
      299    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        1    0.000    0.000    0.001    0.001 response.py:916(read)
       24    0.000    0.000    0.000    0.000 typing.py:3790(__getattr__)
      162    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.023    0.023 client.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       26    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       30    0.000    0.000    0.007    0.000 element.py:1982(find)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
      203    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        4    0.000    0.000    0.002    0.001 feedparser.py:173(feed)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
      120    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       60    0.000    0.000    0.000    0.000 element.py:2417(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    1.570    1.570 api.py:62(get)
       24    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
       25    0.000    0.000    0.000    0.000 threading.py:398(notify)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
       72    0.000    0.000    0.000    0.000 typing.py:789(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
    24/21    0.000    0.000    0.026    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        1    0.000    0.000    0.102    0.102 ssl.py:1365(do_handshake)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
    43/24    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        2    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
       34    0.000    0.000    0.000    0.000 typing.py:1358(__getattr__)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        5    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    1.572    1.572 financial_enhanced.py:19(parse_yahoo_finance)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        3    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
        6    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
        1    0.000    0.000    0.007    0.007 hashlib.py:1(<module>)
       41    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       13    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
       19    0.000    0.000    0.000    0.000 typing.py:2692(overload)
      146    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        2    0.000    0.000    0.022    0.011 api.py:1(<module>)
    72/41    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      266    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        7    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       26    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.002    0.002 weakref.py:585(__call__)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.104    0.104 ssl.py:449(wrap_socket)
        7    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       85    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
      116    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       25    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        6    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.012    0.012 sessions.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
       24    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        9    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       37    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
       14    0.000    0.000    0.008    0.001 css_parser.py:1040(process_selectors)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    1.570    1.570 sessions.py:500(request)
        4    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.118    0.118 _htmlparser.py:372(feed)
        1    0.000    0.000    0.025    0.025 _request_methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
       12    0.000    0.000    0.000    0.000 client.py:1064(_output)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
        2    0.000    0.000    0.255    0.128 connectionpool.py:1085(_validate_conn)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
      125    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    0.118    0.118 parser.py:104(feed)
        1    0.000    0.000    0.009    0.009 cd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:245(__init__)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       20    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        6    0.000    0.000    0.000    0.000 fnmatch.py:19(fnmatch)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        8    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.001    0.001 client.py:1013(close)
        1    0.000    0.000    0.021    0.021 compat.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       15    0.000    0.000    0.018    0.001 css_parser.py:294(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       17    0.000    0.000    0.000    0.000 typing.py:1658(copy_with)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        7    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       23    0.000    0.000    0.000    0.000 util.py:19(to_str)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        7    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        5    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.019    0.019 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
    25/21    0.000    0.000    0.001    0.000 typing.py:574(__getitem__)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.055    0.055 element.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x102e58f40}
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.002    0.002 css_match.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:864(resolve_proxies)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
       12    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        1    0.000    0.000    0.019    0.019 css_parser.py:417(CSSParser)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        2    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    0.003    0.003 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        3    0.000    0.000    0.004    0.001 request.py:2660(proxy_bypass_macosx_sysconf)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
       25    0.000    0.000    0.000    0.000 queue.py:306(_qsize)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       41    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       26    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.025    0.025 _base_connection.py:1(<module>)
        2    0.000    0.000    0.001    0.000 socket.py:501(close)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
        6    0.000    0.000    0.000    0.000 fnmatch.py:64(fnmatchcase)
        4    0.000    0.000    0.000    0.000 response.py:404(retries)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.104    0.104 ssl_.py:390(ssl_wrap_socket)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        2    0.000    0.000    0.000    0.000 response.py:807(_fp_read)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.057    0.057 socket.py:958(getaddrinfo)
        1    0.000    0.000    0.002    0.002 _local.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       12    0.000    0.000    0.000    0.000 queue.py:312(_get)
       25    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
      104    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        2    0.000    0.000    0.013    0.006 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        2    0.000    0.000    0.000    0.000 functools.py:823(singledispatch)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        3    0.000    0.000    0.004    0.001 request.py:2674(proxy_bypass)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
       21    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.020    0.020 formatter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
